Event.Id,text_cluster
20001213X27049,4
20001213X31255,4
20010330X00670,1
20001213X31863,4
20001206X01191,2
20001214X38563,2
20140704X25308,5
20001214X44894,4
20001211X13592,0
20001213X30777,1
20001212X17068,4
20130513X11147,2
20001211X10260,1
20001211X10860,3
20001212X21218,1
20001213X31900,1
20001214X43624,1
20120718X03620,1
20001212X17436,3
20001213X31513,4
20020917X02990,1
20081208X81624,1
20001214X45162,4
20001213X35426,1
20001213X30403,0
20001208X09153,3
20001213X29935,4
20001211X11353,3
20001214X42929,4
20081003X41456,0
20120913X40132,1
20011030X02161,3
20050901X01353,1
20130619X05459,5
20001208X07491,3
20001208X05238,1
20010108X00050,3
20001208X08400,2
20030721X01157,1
20001207X04876,3
20001212X16953,3
20001213X27821,1
20001213X26367,4
20001212X16476,2
20001214X41765,4
20090707X30405,2
20101115X24123,1
20120918X15706,3
20130614X22020,1
20001214X36695,4
20001212X17322,2
20001212X17491,0
20001213X26878,3
20001213X28098,3
20051223X02005,1
20120725X35156,0
20001214X43912,2
20001213X24939,1
20070530X00649,1
20001207X03403,5
20101119X83804,3
20001206X01574,1
20001213X31828,5
20001214X43000,0
20070803X01104,3
20011128X02307,2
20001208X06977,1
20020708X01057,1
20001212X23623,1
20001214X39114,4
20001214X39064,4
20001213X29146,3
20001214X35823,4
20020408X00471,0
20071024X01648,3
20001214X38169,4
20001214X39106,2
20061206X01742,0
20001214X38043,4
20001213X25495,0
20030813X01318,2
20020917X02655,1
20010123X00342,1
20110708X22039,1
20001214X37998,4
20001208X08990,1
20001206X02784,1
20140507X51530,3
20001212X20414,3
20001213X32758,4
20001212X21005,5
20001212X18267,3
20001211X10960,3
20001208X08549,5
20001214X42586,4
20001207X02981,2
20141007X80246,1
20001212X17710,3
20141015X91845,3
20001213X33230,1
20001214X40682,2
20001206X02644,1
20001212X24587,1
20030610X00828,3
20001213X35088,4
20130301X25545,2
20001213X32004,4
20150518X01655,3
20001212X19336,3
20041006X01579,0
20001212X16419,1
20001214X35903,2
20100525X64440,5
20020917X02055,3
20020917X02104,4
20001213X30467,4
20140821X03930,0
20001213X32592,0
20001208X06564,2
20001214X45292,4
20001212X21623,3
20001212X20330,1
20110131X14558,1
20130606X65516,5
20001214X42167,4
20010110X00090,1
20001212X16772,4
20001214X39132,4
20001213X31174,4
20120430X35846,1
20001214X41319,4
20001212X16459,1
20110810X45524,0
20001208X08206,1
20071017X01596,3
20010110X00212,4
20001212X20056,3
20001208X06731,5
20071218X01971,3
20001211X10976,0
20001208X05498,3
20041213X01975,5
20001213X26965,1
20001208X07795,0
20001213X32215,4
20060511X00554,3
20001212X24548,3
20070615X00740,3
20120524X63256,5
20001212X17967,2
20001212X22796,4
20001206X01177,5
20001214X39403,4
20001208X06966,1
20001213X33854,4
20001211X12207,1
20001211X13570,3
20001214X41465,4
20001211X13842,2
20001214X37299,4
20010830X01842,0
20001211X15531,1
20001212X17599,1
20001208X06122,3
20001211X15630,0
20001208X09222,3
20001208X06677,3
20001211X15038,1
20001214X43065,4
20001207X04299,5
20010724X01502,1
20001212X21995,2
20001207X03828,1
20001211X14156,4
20020917X02660,1
20060705X00870,1
20001208X05247,0
20001206X02622,5
20001211X13610,1
20001212X22613,1
20001213X35420,1
20020917X03878,1
20001211X09797,3
20001206X01522,1
20001212X17678,3
20001211X14553,1
20001211X14065,0
20020917X04334,4
20001207X04368,1
20001214X37760,4
20030414X00502,1
20001206X02576,0
20150515X42939,3
20141028X90023,1
20130209X21224,1
20030512X00639,1
20050425X00498,3
20001214X44185,4
20001212X17073,4
20001213X32512,4
20150713X41721,0
20050202X00127,3
20001208X09349,1
20020107X00042,1
20091118X60710,1
20080430X00571,3
20150827X03425,1
20001212X24448,4
20001212X20445,5
20001212X20108,1
20001206X00708,1
20030305X00285,0
20001213X35185,4
20001211X11131,3
20020917X01699,3
20060111X00046,1
20110225X03247,3
20001213X26883,4
20001207X03086,3
20110320X12948,0
20001213X30373,4
20110801X30511,0
20080709X00998,1
20001214X41786,4
20001212X20413,1
20020917X03067,4
20001206X02509,2
20001213X26346,0
20110906X61420,1
20001214X40159,4
20020906X01547,1
20001214X41206,4
20010416X00749,3
20050311X00301,1
20001211X12510,1
20001214X37481,4
20001214X40630,1
20040413X00454,1
20001212X24106,5
20010110X00092,3
20001212X20915,3
20130328X13519,3
20001213X34381,1
20131115X15020,3
20020606X00825,3
20001211X12731,1
20001212X21697,1
20010509X00907,2
20001214X43211,4
20001213X31092,2
20080715X01050,2
20001212X22121,2
20001207X05001,1
20001211X14885,1
20001211X11668,0
20001213X33367,2
20030516X00674,0
20001211X13415,0
20100608X35931,1
20070824X01241,5
20001214X36671,4
20020917X04132,1
20010221X00476,1
20020917X05089,0
20001213X33653,4
20100129X43547,3
20001213X34638,2
20060823X01225,3
20001214X44743,4
20001212X23143,1
20001212X24176,4
20001206X01002,3
20001211X13501,1
20001214X40138,5
20060113X00067,3
20010824X01776,3
20001213X32223,1
20001213X26234,1
20070608X00698,2
20001211X13616,1
20001212X22528,3
20001211X13998,1
20001213X25840,1
20040223X00220,1
20030206X00171,5
20001214X37772,3
20001212X19757,1
20001211X13176,1
20001213X28055,4
20020917X02735,0
20001211X10748,1
20001213X33617,4
20110615X91857,0
20001207X04800,0
20020612X00857,3
20001206X01416,0
20020917X01640,0
20040819X01251,0
20001214X36676,4
20080626X00923,3
20001213X28738,5
20120715X85529,2
20001214X43593,4
20001213X29529,0
20001213X33205,3
20001208X09165,1
20001212X16604,3
20071212X01935,3
20001212X22362,4
20020917X02279,1
20001214X38082,4
20001214X42457,4
20051015X01654,1
20001208X07224,2
20001211X12185,2
20090115X25612,5
20020917X02551,2
20001211X11672,1
20120516X10209,1
20001212X17114,1
20001213X31615,3
20001214X42045,4
20001212X24686,3
20040729X01088,1
20091017X64138,1
20001213X29766,0
20001213X32857,2
20140429X30350,3
20020917X02746,0
20020701X01007,5
20110929X31009,1
20130611X81516,3
20120606X10315,3
20090911X64138,1
20001211X11986,2
20001207X03270,0
20001211X14041,1
20081006X20027,3
20060113X00077,5
20001213X25459,3
20001211X10388,3
20020917X02503,3
20090823X01951,1
20001212X21430,1
20020530X00767,1
20001212X23769,2
20001206X00679,0
20001213X29421,1
20001206X02490,3
20130911X14426,3
20011016X02099,1
20001214X45201,4
20070823X01229,1
20020917X04255,1
20001214X35924,4
20020917X02053,1
20001212X20930,1
20001208X06338,3
20001211X11249,0
20001214X37147,2
20100202X94601,0
20001213X33453,4
20100430X61134,3
20001213X28411,0
20001213X34946,4
20001213X29338,1
20131117X13904,1
20001211X11516,2
20090325X92145,3
20001213X29222,1
20071129X01875,1
20001212X21268,3
20070327X00331,3
20080528X00742,3
20001213X34889,0
20001214X42995,4
20001213X25428,1
20001213X34714,4
20001214X38916,4
20100908X71541,1
20001212X20730,1
20040108X00039,1
20010918X01957,3
20110326X83319,1
20001214X41037,1
20050801X01121,0
20001213X27749,4
20001213X30685,3
20050617X00805,5
20001213X27121,2
20001213X31716,4
20001213X24988,1
20001214X37915,2
20001214X40295,0
20001211X11255,2
20051014X01652,1
20001213X26691,4
20110707X84232,3
20020917X03175,1
20021203X05549,3
20040708X00932,5
20001213X25644,1
20001214X40656,4
20001206X02448,3
20001212X19597,3
20050112X00043,1
20001214X40717,1
20001213X25145,4
20150518X41251,3
20001213X29424,0
20001213X28120,4
20001212X17078,5
20001212X22380,3
20001208X06556,0
20001212X17185,3
20060605X00683,0
20001207X05053,2
20001212X18112,2
20131209X83249,3
20040524X00646,3
20001213X32003,4
20001214X41887,1
20001213X26954,1
20120830X93923,2
20001213X27301,4
20041222X02021,3
20001211X15170,0
20001214X45403,4
20001208X09130,1
20001207X03225,3
20001214X41925,4
20051025X01718,1
20111014X02424,1
20010712X01387,2
20130313X00921,3
20001212X23136,1
20001214X44850,4
20021015X05322,3
20110701X11957,1
20051017X01659,1
20001211X12679,5
20060802X01073,3
20001214X36961,1
20001212X18885,0
20140610X82753,3
20080528X00737,3
20141023X75234,1
20110628X50930,3
20001212X18024,3
20001213X28335,1
20001208X06771,1
20080811X01216,3
20001211X12577,2
20001211X15305,1
20001211X12788,3
20001212X20810,0
20001212X19248,3
20001212X23593,1
20120423X32944,0
20010823X01761,1
20130524X83830,1
20050629X00895,1
20091020X05636,1
20001213X30430,3
20001208X06104,3
20001212X19526,5
20020917X03908,3
20001214X39085,1
20001214X37288,4
20001214X41163,4
20001212X17135,0
20001206X01211,1
20001211X14204,1
20001214X43475,4
20001212X20735,0
20020917X04708,3
20111017X94414,3
20001213X25850,3
20120514X31656,1
20001207X03274,5
20001213X29484,1
20001214X43102,1
20001207X04186,3
20020913X01607,0
20001206X02359,3
20001212X21204,0
20001207X03441,5
20001213X33766,4
20001212X19551,1
20001214X44768,4
20001213X29636,2
20001207X03030,0
20001214X45303,4
20001207X03645,1
20101003X43835,2
20120828X81657,2
20091022X00120,1
20001208X08048,0
20001208X05656,2
20020917X02256,1
20051230X02036,1
20001213X25825,5
20001214X40796,4
20020917X05006,3
20001214X38766,4
20001211X11572,0
20020412X00504,0
20001212X22689,3
20001213X28318,5
20011228X02456,5
20001207X04769,3
20150401X03618,3
20110620X45834,3
20080605X00796,3
20001213X27810,3
20140807X41115,3
20041123X01858,0
20030911X01514,3
20001208X05740,1
20001212X24601,1
20020808X01354,3
20100311X50619,1
20001214X39095,5
20001208X05532,1
20020329X00429,5
20001206X00848,1
20050120X00084,3
20001212X23157,0
20030516X00673,3
20080723X01108,1
20001214X40194,1
20001205X00435,3
20001213X33266,4
20001213X30919,4
20001211X15123,3
20001211X13461,3
20001214X41670,4
20001212X22005,2
20001206X01582,0
20001213X33072,1
20001214X36339,1
20140624X55646,0
20011123X02286,0
20001212X19165,1
20001211X10369,3
20061006X01482,3
20010105X00016,1
20060816X01181,2
20001208X07203,1
20001213X30476,4
20001214X40603,4
20001208X06745,1
20071017X01609,1
20021204X05559,1
20001213X28223,1
20040402X00416,1
20001214X41862,4
20010830X01841,0
20001213X28058,1
20001206X01703,3
20050712X00995,2
20001212X21819,1
20040218X00196,1
20020917X01667,1
20001206X00610,2
20051118X01860,0
20041220X02012,3
20001214X42393,4
20001207X04537,3
20001212X17901,1
20001206X01314,1
20040920X01462,1
20001211X10349,1
20030228X00271,1
20090921X83758,1
20001212X21910,2
20001212X22634,1
20001214X37673,3
20001205X00388,3
20020917X04757,1
20030407X00446,3
20100614X33726,3
20001204X00009,2
20100118X21319,1
20001208X08499,1
20001213X33183,4
20100912X64456,3
20001211X10844,3
20001212X21537,1
20001214X40785,4
20110621X23341,3
20001214X43906,4
20001214X43944,0
20080214X00193,0
20001211X13337,1
20001208X09376,5
20001214X38585,4
20121017X14720,1
20080826X01330,1
20010126X00363,2
20030903X01437,1
20001214X39941,4
20140509X41408,3
20020917X01665,2
20030722X01173,5
20001213X33686,1
20050706X00945,1
20090324X10454,3
20090130X64046,2
20001211X10362,3
20001212X17052,1
20001211X09504,3
20001214X37038,4
20001213X27716,2
20001213X31861,3
20020917X05012,3
20070928X01475,3
20001214X38315,4
20020813X01371,3
20001211X11114,0
20040702X00898,3
20001212X22192,5
20001214X44350,4
20020917X03875,2
20001211X12596,1
20001214X43019,4
20001212X21444,1
20060519X00594,3
20010830X01843,3
20100224X14910,3
20001213X28942,4
20140924X82224,2
20001213X33219,1
20110224X54547,0
20100816X94947,0
20070616X00746,3
20001211X14817,0
20001213X34558,4
20001212X17408,1
20001207X03584,3
20020917X03371,1
20001214X37694,2
20070319X00305,1
20100510X44223,3
20001213X29205,1
20060503X00500,3
20001211X10927,3
20001213X30493,1
20001212X18887,3
20001214X41198,4
20140331X34130,3
20001212X20649,1
20050914X01457,1
20001214X40884,4
20001211X16073,3
20001211X15996,3
20080808X01182,3
20060117X00083,3
20001208X06497,1
20001212X20074,1
20030212X00207,1
20001214X36420,3
20001213X34992,1
20080109X00032,5
20001213X34617,5
20020917X02673,1
20001211X10235,3
20110312X31146,3
20001212X21149,3
20040604X00738,1
20020917X03358,3
20100516X61819,3
20140122X64032,1
20001212X23022,2
20001214X35844,1
20001212X18697,0
20001208X06349,3
20120323X64122,3
20050615X00769,0
20001208X06964,1
20150527X11828,3
20121115X23258,1
20150826X45558,0
20041115X01811,5
20001208X07879,5
20001214X36015,4
20051012X01622,0
20020917X01985,1
20001213X26383,4
20020103X00019,0
20001211X14301,1
20001214X41949,4
20140219X32433,3
20001208X06449,3
20001212X23697,1
20050727X01104,1
20080714X01041,3
20001206X00980,3
20001212X17656,3
20001214X44426,4
20070515X00569,5
20001213X35199,2
20050309X00288,1
20100712X50901,3
20001211X15944,1
20140810X32933,5
20001213X25221,4
20050624X00867,3
20020917X03143,5
20001213X32395,4
20001214X36609,2
20001214X35710,4
20020531X00795,3
20010723X01483,5
20001213X28854,1
20001213X24879,1
20110613X23244,3
20040527X00678,1
20001213X26942,4
20001206X00947,1
20131114X31956,3
20001211X12829,0
20001213X30344,0
20001214X40072,1
20001214X39798,4
20130812X25533,0
20001212X18081,1
20001207X03857,1
20020917X02688,2
20110909X14806,3
20001214X39386,4
20001213X32830,4
20001212X22883,1
20001213X25780,5
20070328X00341,5
20001211X10982,3
20141119X50954,5
20001213X28779,1
20001213X30461,0
20090708X93803,2
20001213X27145,1
20141028X14929,5
20001208X08393,3
20020124X00126,3
20001208X08791,1
20100304X04412,0
20001214X37269,4
20120717X63921,3
20001213X29504,1
20100513X55340,5
20001212X17054,1
20001213X29161,3
20001206X00715,3
20001205X00414,1
20001211X11614,1
20001213X29620,0
20120815X54452,0
20090806X94850,1
20001212X21918,3
20001207X03472,3
20120315X63245,1
20001212X19507,3
20070711X00915,0
20120715X10525,5
20010924X01984,1
20040908X01360,3
20010110X00194,4
20001212X22180,2
20001211X13437,1
20001207X03851,3
20001208X05337,1
20001214X40210,4
20021125X05520,1
20060928X01412,3
20001212X21025,1
20060213X00194,1
20021018X05336,0
20020917X03149,1
20001211X12401,1
20001206X01935,3
20001213X28396,1
20001206X02336,3
20070806X01112,0
20020917X03735,3
20001211X13607,5
20070619X00762,5
20001213X32261,1
20001214X41508,3
20130924X12323,1
20001211X15295,1
20020917X04645,1
20001214X37155,4
20001211X15894,3
20020917X02241,1
20001207X04282,3
20001213X34799,4
20001212X20592,2
20001214X44393,4
20001208X07541,1
20001211X11544,1
20001213X25972,0
20140627X84708,1
20100516X52337,1
20001211X11804,3
20001212X20000,3
20030128X00118,0
20001211X12432,3
20001211X15124,0
20001212X23284,3
20001208X08542,3
20001214X38078,4
20020917X04679,5
20001211X12536,1
20001214X43739,4
20001208X06405,3
20001214X43893,0
20001213X34563,4
20001207X04715,1
20141014X90107,1
20001214X39214,4
20080806X01164,0
20001212X18224,3
20070730X01046,3
20090131X81912,1
20060731X01055,1
20001207X04819,1
20001211X11873,1
20080821X01275,3
20051103X01777,1
20001211X11744,1
20001214X45371,4
20001213X31733,4
20001214X36558,4
20001213X34275,4
20100525X31845,1
20001214X37995,4
20001208X07748,5
20001213X31310,3
20100729X44254,1
20001206X01866,5
20001213X25107,4
20001214X38353,2
20001214X36187,4
20001214X42957,5
20080807X01179,3
20001214X40434,4
20110119X33520,1
20001213X27611,1
20150126X90859,1
20010206X00404,3
20070727X01037,5
20001214X39257,4
20001212X23896,3
20020702X01026,1
20001207X02848,0
20001214X41016,4
20001205X00305,1
20010613X01174,3
20001212X23700,0
20130826X13248,3
20001211X15028,1
20001213X31236,1
20150414X35038,3
20001214X44504,4
20001211X09944,2
20020620X00939,3
20001214X41160,4
20120514X33812,0
20080616X00868,3
20001213X27928,0
20001208X05377,3
20001208X07849,5
20001211X11617,5
20001206X02565,1
20001214X44039,4
20020917X04723,1
20001214X40443,4
20001214X37202,4
20071108X01761,2
20001207X04877,3
20001214X44392,4
20001214X35520,4
20020917X01767,0
20001214X44000,4
20081215X52220,0
20020917X03207,5
20001213X29751,4
20001204X00046,1
20060118X00085,5
20150106X42145,3
20070309X00265,1
20051116X01845,3
20001214X37360,4
20020917X04436,0
20001214X36525,4
20001214X43380,4
20131224X73713,3
20001213X35076,4
20001213X26488,4
20001213X33663,3
20120530X34302,1
20001208X05311,3
20120904X75224,5
20001207X03473,3
20030711X01074,3
20001213X29158,0
20001211X14436,0
20020826X01455,2
20001212X20152,1
20001207X03156,1
20030909X01500,3
20001206X01934,3
20020917X02993,3
20001211X12104,3
20010110X00244,1
20001213X32919,1
20041115X01816,1
20110407X64854,3
20001208X07474,2
20020802X01289,3
20001213X32901,2
20111027X63039,1
20001212X16293,3
20020517X00698,1
20071026X01667,3
20020917X02737,1
20110218X15530,2
20001213X26531,4
20010531X01039,1
20020917X03570,5
20001214X41148,4
20001212X18951,0
20110227X61049,0
20001213X29713,3
20111108X34958,1
20081003X62319,5
20001208X08427,1
20001212X19856,5
20020917X03147,1
20100728X70427,3
20110628X15713,1
20001211X10868,3
20001214X38823,4
20001211X11338,1
20040102X00004,1
20001213X26575,3
20040212X00190,1
20010815X01693,0
20080814X01240,1
20001212X20498,1
20001213X30577,1
20001208X07924,0
20020530X00770,0
20001211X13966,3
20100525X15324,3
20010611X01147,1
20031006X01660,3
20070118X00067,1
20001212X23882,0
20010517X00947,3
20001212X16909,4
20001214X39453,4
20020917X03996,3
20001212X21229,1
20080618X00877,3
20001212X22842,2
20150704X24851,1
20001213X27466,3
20040319X00352,3
20090608X51809,1
20001208X08719,2
20001212X24373,3
20060601X00665,1
20001213X25360,2
20101202X53838,0
20001213X34994,2
20001213X27373,4
20001213X33297,4
20001213X30954,4
20001213X25773,4
20001208X07792,2
20110705X42318,1
20060711X00924,3
20001207X02938,1
20061027X01565,1
20110614X61304,3
20020917X02076,1
20050503X00547,2
20001213X30037,4
20141116X75006,1
20001208X07041,1
20001213X28965,3
20110907X90111,1
20040422X00500,0
20070808X01159,3
20001214X43916,4
20001213X27631,4
20001211X16187,2
20001214X35739,4
20081029X01756,1
20001211X10907,3
20001212X20622,3
20001211X13024,3
20001208X09171,3
20001208X07700,1
20040917X01447,1
20100402X93808,3
20001208X05589,0
20020313X00339,3
20001213X25534,1
20020917X01628,3
20001214X43890,4
20040209X00172,1
20001208X06204,2
20020917X04246,0
20001208X07072,2
20001213X30278,4
20020917X03734,0
20020917X02625,1
20001213X29695,0
20010423X00798,1
20001212X22090,1
20001214X41335,4
20001207X03843,1
20001214X35735,4
20001208X07113,1
20001208X05260,3
20120723X12236,3
20001212X23872,1
20001213X28552,2
20071004X01510,2
20001208X08635,2
20001214X43331,1
20001213X33515,3
20100714X15636,3
20001213X31776,4
20001212X17847,1
20051013X01632,2
20030624X00935,1
20001213X33034,4
20001212X23926,1
20001212X19434,0
20001214X40030,4
20001213X30768,1
20001213X24838,2
20001213X29905,0
20001212X22379,2
20001213X33848,4
20001214X43486,5
20001211X12518,3
20001212X20548,1
20001213X31214,4
20020917X05096,3
20050615X00779,1
20140813X21542,1
20110626X60527,1
20010405X00701,1
20001214X38001,4
20001214X38808,4
20131217X64954,3
20120531X54156,1
20001213X35085,0
20001213X32781,1
20001206X00710,0
20001214X38447,4
20001212X23255,1
20050404X00398,1
20021022X05358,3
20001212X23312,3
20001212X24264,1
20031119X01919,3
20001211X13889,1
20060927X01410,1
20020917X02950,1
20001212X21670,3
20001214X35679,4
20070721X00972,1
20010724X01486,1
20120318X91942,3
20090828X74002,3
20060602X00671,3
20140122X65411,1
20001213X25233,1
20020917X02801,0
20001208X06810,1
20090904X83305,0
20030716X01115,3
20001207X03858,3
20010110X00179,1
20140327X11415,3
20120315X25642,0
20001213X32151,2
20121001X15424,1
20040511X00585,1
20001211X14066,0
20001211X14530,2
20020726X01234,1
20001206X00832,5
20001211X14143,1
20001214X38812,4
20020606X00812,1
20001212X20225,1
20001205X00423,3
20001212X23010,3
20001213X32462,4
20001211X12767,3
20001214X36603,4
20001207X03756,3
20120608X61902,1
20090625X90010,5
20020110X00052,5
20020820X01439,2
20071109X01775,3
20001213X33959,3
20120713X21450,5
20001208X08857,5
20001208X07240,1
20001207X03061,1
20001214X37577,4
20001211X11995,1
20001212X17241,1
20001214X42724,5
20001211X10306,5
20001214X39877,4
20001213X28395,1
20001214X36205,4
20001205X00509,0
20001214X41467,4
20001213X26563,1
20001214X37925,1
20001214X39705,4
20120306X11830,1
20051109X01819,3
20001213X26112,4
20020917X04370,2
20041022X01684,3
20120405X31518,3
20001212X19603,1
20001208X07776,0
20001214X38132,1
20090120X25754,3
20020917X03487,1
20001213X35101,3
20001213X33111,4
20060705X00866,0
20001211X14447,5
20001213X34679,4
20001214X39207,4
20071011X01542,1
20001211X15750,4
20080822X01294,3
20030915X01536,1
20020301X00296,1
20001213X25114,4
20001213X26443,4
20050603X00716,3
20001206X00584,0
20001214X40505,4
20001204X00072,1
20001208X06850,0
20001207X03343,2
20020917X04233,1
20001214X37290,1
20020529X00764,3
20001214X35483,2
20001212X21068,0
20020917X02181,1
20001213X27081,4
20001213X34477,4
20001214X43962,4
20001213X31204,1
20090428X02637,1
20001213X27902,4
20040122X00088,3
20001208X05975,3
20001213X30638,1
20150216X51702,1
20030214X00218,0
20001214X39559,4
20001213X34856,4
20140311X10524,3
20070703X00856,3
20001213X33868,1
20001213X24875,1
20140731X55530,5
20001214X41507,4
20001214X44486,4
20090823X01638,0
20040525X00668,0
20050211X00178,1
20001213X30433,0
20001214X42194,2
20040305X00270,3
20020423X00572,3
20120214X33057,5
20100118X64048,0
20001212X18051,1
20001214X35581,5
20001211X12756,1
20110517X44217,1
20051130X01913,1
20001214X37895,4
20001211X14721,2
20150101X13628,1
20040203X00154,5
20031218X02056,2
20001212X17132,3
20150618X01302,2
20001213X28243,3
20010110X00235,4
20001208X07243,1
20001214X42815,3
20090930X40500,1
20001212X22228,1
20001213X27708,1
20001214X37543,4
20140913X32506,3
20020808X01347,1
20080325X00384,3
20001214X37528,1
20060901X01274,0
20110619X44233,3
20001212X20335,3
20001212X20648,1
20001214X42996,4
20051017X01661,3
20001214X39020,4
20001214X42022,1
20100601X03114,1
20090304X40552,1
20071227X01996,1
20150817X70921,1
20030410X00478,1
20001207X03420,3
20110412X23201,1
20001212X21130,2
20020917X04593,3
20080606X00801,1
20001212X19744,3
20001211X11581,5
20001212X19428,1
20031120X01931,3
20001214X38650,4
20001208X08402,0
20001207X05057,1
20001211X12639,1
20001213X29744,0
20001213X26862,0
20001213X30486,5
20001213X35412,4
20010114X00298,1
20001213X30587,4
20051007X01602,3
20001214X44902,1
20021204X05557,3
20001207X04227,1
20001213X33079,1
20001213X31124,4
20020710X01090,2
20090119X81000,3
20050810X01193,1
20001214X41680,4
20001214X37493,4
20001212X17197,1
20020917X03980,0
20001207X04484,1
20001206X01865,1
20001214X39841,4
20001212X19665,2
20020917X04715,3
20001213X34843,4
20130930X03809,2
20001211X10052,0
20001213X30636,4
20001214X37287,4
20001208X08666,1
20001211X14273,2
20101214X60551,1
20061204X01726,3
20001208X08333,1
20001213X30357,1
20001214X41287,4
20001212X16599,2
20001213X34627,4
20120607X13317,3
20011119X02259,1
20001214X39009,1
20140605X22643,3
20060925X01396,2
20070809X01160,5
20001213X25699,2
20040817X01239,1
20010130X00372,1
20020917X03978,2
20100725X01702,0
20001212X22681,0
20001214X36715,3
20010509X00916,1
20001214X40560,4
20001214X40819,1
20001211X10002,0
20130715X20112,3
20001208X06187,2
20010730X01556,2
20020917X02155,1
20001214X42862,4
20011102X02186,3
20001213X26355,4
20090324X52648,5
20001208X06903,1
20081003X17330,3
20001206X01456,3
20001212X19572,2
20001211X09560,2
20081003X17541,3
20070803X01098,3
20001211X14787,1
20001206X02595,1
20001213X27523,4
20001214X43338,4
20080506X00620,3
20001206X01708,0
20020917X05066,4
20001213X26777,1
20001206X01930,1
20001211X15291,3
20090413X85336,0
20001211X12855,3
20030314X00330,0
20001213X31548,1
20001212X21372,1
20110130X33712,3
20001211X14311,5
20150514X61132,1
20001214X38414,4
20001212X21619,0
20001214X45351,4
20090812X61353,0
20001214X43399,4
20050307X00277,1
20001208X05849,5
20001211X16089,1
20001214X44769,4
20040628X00876,2
20001214X41316,4
20050520X00644,3
20001212X18623,3
20110604X70559,3
20001206X02301,3
20001214X43228,4
20060927X01408,1
20001212X21645,3
20111104X80211,1
20010928X02002,3
20150115X33904,3
20070806X01120,5
20001208X08343,3
20051222X02001,0
20001212X18306,3
20001212X23448,1
20001213X25436,0
20001214X42247,4
20010329X00669,0
20001214X41506,5
20001211X13331,1
20001214X42143,1
20001214X41727,4
20001208X07303,1
20001213X28536,4
20001213X28500,4
20131113X45612,3
20001206X02786,3
20020917X03357,5
20001212X19391,1
20001214X44614,2
20071218X01964,1
20001213X26855,5
20001212X17714,1
20020917X04332,1
20001213X31915,4
20001214X44122,4
20010313X00576,1
20140224X34950,1
20001208X08039,1
20001214X39082,4
20061027X01564,0
20001214X36755,4
20130806X31354,1
20060621X00784,3
20001214X42983,4
20040908X01356,3
20070918X01407,3
20101229X80219,1
20031118X01918,3
20020801X01282,1
20001213X26170,1
20041130X01892,2
20001206X01032,0
20001214X40951,1
20140618X03849,1
20001213X35053,1
20001213X32439,1
20001212X16526,1
20130718X44907,0
20001214X42008,4
20001213X27331,1
20130703X54408,3
20001208X09259,1
20020917X02009,3
20001211X09972,3
20001214X41956,2
20001211X11364,1
20020917X01887,4
20001213X25932,0
20031028X01821,1
20050104X00014,2
20001213X34061,1
20001214X39560,4
20010110X00147,5
20001214X44657,4
20001213X35276,4
20120409X84523,3
20001212X23339,3
20001213X32369,3
20001207X03157,2
20001212X21572,1
20001207X04874,1
20050801X01123,2
20001212X16551,4
20130218X12118,1
20090416X73337,0
20001213X29071,3
20001212X21845,3
20001214X42756,1
20001211X14739,1
20120131X41208,3
20001212X24079,4
20001214X41624,4
20001214X45274,4
20070524X00631,3
20121117X02558,2
20020412X00507,1
20001214X40414,4
20001214X44041,4
20001212X18882,1
20130227X35753,3
20001211X11959,0
20001212X16823,3
20120404X75417,2
20001212X19328,1
20001211X14713,2
20001212X23196,2
20001205X00326,1
20081021X13714,3
20120621X81538,1
20001213X27271,1
20001208X08782,1
20010110X00256,4
20001212X19355,1
20030814X01330,1
20001208X05729,3
20001213X33379,0
20090820X81550,3
20001212X22920,1
20041222X02027,5
20001212X23178,3
20001212X21215,1
20001214X35935,4
20001212X20525,3
20090310X81527,3
20070309X00266,3
20001206X00971,1
20020917X03564,1
20001214X44536,2
20110125X31518,3
20001212X18176,3
20130829X50738,1
20001211X12150,3
20001214X39342,4
20091230X24636,1
20020917X03293,3
20070628X00825,0
20110429X44811,1
20070403X00357,1
20001212X17478,1
20030722X01171,0
20001213X34410,4
20001208X05334,1
20020917X03485,4
20001213X32408,4
20120822X62916,3
20001212X24774,1
20001213X27406,4
20001213X30558,1
20150321X24500,3
20041105X01769,3
20081004X12047,1
20020726X01217,5
20070530X00663,3
20001207X03922,3
20001213X33657,0
20070514X00563,3
20001208X05533,3
20001214X38256,4
20001208X08235,3
20090822X85140,0
20001212X20820,0
20071102X01714,3
20001214X44343,5
20001207X04263,1
20001213X30389,0
20001213X29558,3
20110428X00205,0
20001208X07287,3
20031021X01788,1
20001212X19750,5
20001205X00145,1
20001211X11103,1
20001211X13480,1
20001213X34168,1
20001214X36984,4
20001207X03804,1
20140428X85714,0
20001212X21020,3
20001204X00068,1
20001213X28467,3
20001206X02093,1
20001214X43999,4
20001211X12977,3
20070312X00277,3
20001208X09205,2
20001214X43764,4
20001213X26402,1
20001213X33007,1
20020917X03098,0
20070926X01449,0
20020917X05015,1
20110603X41540,1
20001213X26122,4
20001211X10740,1
20001208X06488,0
20001206X02357,0
20001213X25904,1
20001207X03265,3
20001214X40973,4
20001207X03392,1
20001211X14482,3
20001213X33626,0
20001213X28219,1
20010912X01918,3
20061114X01667,3
20001207X03831,3
20001212X18408,1
20131120X80518,1
